text,labels,predictions
"Deborah Lipstadt, trong cuốn sách Từ chối Holocaust, đã viết rằng chúng ta không nên tranh luận công khai những tuyên bố không thể chấp nhận được và rõ ràng là sai, và vì thế bà đã thực hiện một biện pháp khắc phục mạnh mẽ như kiểm duyệt của chính phủ.",vi,vi
"Poszukiwania trzech zaginionych nastolatków odsłoniły co najmniej dwa ciała zakopane pod świeżo wylanym betonem w piwnicy domu, władze powiedziały w środę.",pl,pl
"Zalecałbym zadawanie pytań w sposób, który nie wymaga odpowiedzi ""tak"" lub ""nie"".",pl,pl
バキバキに折れた状態で届きました…。まだ調理する気になれず、味はわかりません。糖質オフを意識して少々値が張っていても購入しましたが、残念です。,ja,ja
"Reçu dans un emballage correcte avec protection, et pourtant après avoir fait installer cette hotte elle ne marchait pas le moteur était cassé, les ailettes du ventilateur enfoncées, un gros manque de contrôle avant expédition",fr,fr
百世汇通，差评！一个再也不愿打交道的快递公司,zh,zh
Remote stopped working. Not as comfortable as other units.,en,en
मैं अपने अनुसार वौल्वरस्टोन के विचारों से पूरी तरह सहमत हूँ।,hi,hi
"Musisz osadzić profil kolorów w swoim obrazie, jak również używać przeglądarki obsługującej zarządzanie kolorami.",pl,pl
زائرین کو البرٹ شیش محل میں تبدیل ہوتے ہوئے تتلیاں مفت ھیں، اوز کا جادوگر، کھلونوں کی دنیا اور تصوراتی اڑان  کے پروگرام دیکھنے کا موقع دیا جائے گا ۔,ur,ur
वर्तमान सुरक्षा आवश्यकताएं संस्थाओं के बीच सूचना के अतिवर्गीकरण एवं अत्यधिक कम्पार्टमेंटेशन को पोषित करती हैं।,hi,hi
अपनी भौं उठाते हुए मेरी पत्नी ने कहा।,hi,hi
気に入ったのは、本体デザイン＋イヤホンを本体に収納状態で充電できる＋本体はバッテリー機能がある。値段の割に音質も良く設定も簡単で気に入ってます。良い買い物ができました。,ja,ja
I like the feel and the costume but the zipper is bad going by see about a exchange,en,en
Time ออกบทความ2บทความเกี่ยวกับการต่อต้านอารมณ์,th,th
في نهج فئة فرعية ، يتم إعطاء كل فئة أساسية ووظيفة شير نسبة مئوية فوق التكلفة ، من أجل الحصول على معدل متوسط لها.,ar,ar
"След като Mihdhar напуска, в къщата се преместват други студенти.",bg,bg
"Los devolví, complicada la sincronitzación con el moví y la tablet. A lo mejor fue pq no estoy acostumbrada",es,es
Człowiek gra na gitarze.,pl,pl
مسرح محترف بالكامل ومنتج بالكامل أحدث فرقا لأطفال مثل بيكي وستيفاني وماركوس وإيميلي وزملاؤهم من جميع أنحاء ولاية إنديانا.,ar,ar
19. Yüzyılın kapanış yıllarında söz konusu kelimeyle ilgili çok fazla tartışma vardı.,tr,tr
"Если данные затерялись, то вопрос даже нельзя задавать.",ru,ru
当你从颓废中看出美感，你的内心便发生了变化，颓废会试图占有你 翻译的文字功底很扎实,zh,ar
Nice wallet. One of the zippers is a little tough to open and close.,en,en
"-kujua, kubuni na kushona kwa mkono mavazi mengi mazuri, kama mavazi ya Mary Todd's period dresses huko Abe Lincoln, Illinois na kanzu za mpira katika Carol ya Krismasi.",sw,sw
这双鞋竟然是我各种运动鞋（十多双）里最经常出现在运动包里的那一双，不错！,zh,ar
Кулебра был известен как остров Испанской Девы до Американского захвата    он находится на полпути между Пуэрто Рико и Сент Томасом в Виргинских островах США.,ru,ru
لذلك جئت، لقد رحب به نائب المحافظ ثم تبعه بسلسلة من الهمهمات الغامضة تحمل في طياتها رد فظ.,ar,ar
Uma pessoa está a cortar uma erva.,pt,pt
بہت سے خوبصورت ملبوسات، جیسے میکی ٹوڈ کے ایون لنکن ان الینوس اور ایک کرسمس کے کیرول میں گیند گاؤن - کاپی، ڈیزائن اور ہاتھوں میں ہاتھ ڈالیں.,ur,ur
Éclairage trop fort non réglable et pile se vide archi rapidement vaut mieux la brancher sur courant direct...à part ça fonctionne bien. c est une veilleuse qui donne l’heure en faites...,fr,fr
Um homem está a comer comida.,pt,pt
ہمارے حالیہ تاریخ میں بگسی سیگل اور کڈ بسٹ کی موجودگی کا مطلب یہ نہیں ہے کہ ہم سخت لوگ ہیں.,ur,ur
"И наоборот, в Сите-де-ла-Мюзик находится Музей музыки и огромный концертный зал Зенит.",ru,ru
(ڈی بی اے)، ایک خیراتی، سب رضاکارانہ، غیر منافع بخش رکنیت تنظیم، معذور افراد، اور پیشہ ورانہ بحالی اور کاروباری مشاورت کے پیشہ ور افراد کے لئے مفت خود کار ملازمت اور کاروباری معلومات اور مدد فراہم کرتا ہے,ur,ur
These swaddling blankets are my daughters favorite lightweight and versatile can use as a burp cloth if needed,en,en
Es muy bonito pero viene roto el plástico por la zona que más se ve. No la devolví porque era para un regalo y me urgía.,es,es
Wafanyakazi hawakupewa habari yoyote juu ya ukosefu wa uwezo wa kuokoa dari na kwa hiyo hakuweza kuwashauri wapiganaji kuwa walikuwa wamepigwa nje.,sw,sw
Um homem está a tocar guitarra.,pt,pt
"1 मई तक, हमें 1991 योगदानकर्ताओं के लिए सदस्यता नवीनीकरण विकल्प समाप्त करना होगा।",hi,hi
"De voorraad van BioReliance sloot gisteren 2 cent af tegen $47,98 per aandeel.",nl,nl
bon produit mais pas conforme a l' annonce il n est pas livré avec le module wifi après avoir eu contact avec le vendeur il m a dit que se n'était pas compris avec.,fr,fr
هناك نوعان من المزايا التطورية لمتوسط المظهر.,ar,ar
Blood mührü kırdı ve okudu.,tr,tr
写りも良く配線も簡単 満足です,ja,ja
Ik werd uitgenodigd om verhaaltjes te vertellen aan Ron Moore bij ST:TNG.,nl,nl
"Prezydent Ukrainy Leonid Kuczma skrócił dziś wizytę w Ameryce Łacińskiej, ponieważ gorzkie tarcia graniczne między Ukrainą a Rosją jeszcze bardziej się pogarszają.",pl,pl
"Ve Anne, evdeyim dedi.",tr,en
К востоку от терминала Стар Ферри вы найдёте городской холл.,ru,ru
Moyo wako ni kam ulikuwa umepangwia kugundua upandaji wa tetemeko la tetemeko la ardhi.,sw,sw
พวกเขาทำให้เหล่าเป้าหมายโจมตีได้ยากขึ้น และพวกเขาก็ขัดขวางการโจมตีต่างๆโดยทำให้โอกาสในการจับกุมมีมากขึ้น,th,th
Malediven begint te stemmen in een omstreden presidentiële opiniepeiling,nl,nl
"मेरा अगला संकेत है पूरी तरह सफल बनना, इस तरह का शब्दकोष किसी स्थल-नाम विशेषग्य की शैक्षिक प्रतिभा की मांग से कहीं अधिक आव्ह्श्यकता रखता है.",hi,hi
حسناً نعم إذن لقد حصلت على تسجيل هناك والذي يبين أنك حصلت على نظام التنبيه هذا وماذا لو يأتى اللص ويقطع خط الهاتف الخاص بك.,ar,ar
"Λίγο πιο πέρα από το Boot θα βρείτε τον τερματικό σταθμό του Ravenglass και του Σιδηροδρόμου του Eskdale Railway, ή του La'al Ratty, όπως είναι γνωστά.",el,el
ฉันไม่รู้ว่า โอเค มันเป็นสิ่งที่ดีที่ได้พูดคุยกับคุณและมีช่วงเย็นที่ดี,th,th
"Ρωτήστε το ταξιδιωτικό γραφείο σας ή το τουριστικό γραφείο του Βερολίνου για λεπτομέρειες σχετικά με τα επερχόμενα προγράμματα και κάντε κράτηση εκ των προτέρων, όπου είναι δυνατόν.",el,el
добри братко - този общоприет израз днес е използван в Юлий Цезар (iv.,bg,bg
Um homem de chapéu duro está a dançar.,pt,pt
濃厚なひと時を満喫できた。 はいたままで街に出てもらい、街角でドキドキな経験はなかなかいい ミニスカートは普段よりエロく感じる,ja,ja
"Twee katten zitten dicht bij elkaar in een zwart-witte, harige behuizing.",nl,nl
Jitihada hizi zilikuwa zinaendelea kabla ya 9/11 na zinaendelea kwa kiwango kikubwa mno.,sw,sw
"De primeras, el bolso está chulo. Pero al usarlo las costuras están muy flojas y a la semana te quedas sin bolso literalmente.",es,es
"Hawaii tak pahunchane vaale pahale pashchimee Captain James Cook the, vah British commander jinka vishesh karya Atlantic aur Pacific mahaasaagaron ko jodane vaalee kalpanik uttar-pashchimi maarg ko khojna tha.",hi,fr
Hacılar bu yılan için bal kekleri satın alır ve zevk almak için onları tapınak girişinde bırakırlardı.,tr,tr
"Bu bağlamda ele alındığında, Amerika Birleşik Devletleri Omni Gazetesi'nin son 1,500.000 girişine rağmen yayınlanması, iddialı olsa da, sadece ilk adım olarak görülebilir.",tr,tr
Een kat die op boomtakken staat.,nl,nl
".. neden bu kadar az öz değerlere sahip olan,, hırsızların ve katillerin dostluğuna değer veriyorlar.",tr,tr
aane vale karyakramo ki adhik jankari evam advance booking ke liye travel agency ya Berlin tourist daftar se sampark kare.,hi,en
Bugün hakkında konuşacağım hikaye babam ve Amerika'ya taşındığında sahip olduğu kültür çeşitliliğiyle ilgilidir.,tr,tr
اچھے بھائی - عام استعمال کی یہ بیان Julius Caesar میں پایا جاتا ہے (iv.,ur,ur
اذن كنوع من امتلاك جهاز كمبيوتر لدينا اثنين من أجهزة الكمبيوتر الشخصية في المنزل ولكن لا نمتلك واحد بالفعل ولا يوجد واحد منهما له علاقة بالعمل,ar,ar
思ったより グラインドに時間がかかります。,ja,ja
Una ragazza è a cavallo.,it,es
अच्छा भाई - आम उपस्थित उपयोग की यह अभिव्यक्ति जूलियस सीज़र में मिलती है (iv),hi,hi
"Eu uso Elinchrom Skyports, mas se o dinheiro não é um problema, então vá para PocketWizards.",pt,pt
"Per l'intera stagione, l'errore medio di pista previsto per cinque giorni è stato di 259 miglia, ha detto Franklin.",it,it
"В самом деле, часть того, что нам нужно, - это способ описания организации реальных процессов в неуравновешенном мире.",ru,ru
东西很好，但两档的亮度略显都略显太亮，晚上睡觉看书影响我老婆睡觉……,zh,ar
"Ok, wir haben es zweckentfremdet und unsere Katze, die langsam in die Jahre kommt, hat es bekommen, als eine Art Schemel, um bequemer aus der Katzenklappe zu kommen. Nichts desto trotz, das Ding ist stabil, die Füße lassen sich leicht justieren und es macht insgesamt einen wertigen Eindruck.",de,de
送货速度简直非一般，当天中午就到了，书里的内容挺不错的，有基础的。慢慢练习成为大触指日可待。哈哈哈。,zh,zh
"Моя же работа была в том, чтобы укладывать парашюты и спасательные жилеты, когда мы грузились и отправлялись за океан.",ru,ru
"Bản thân sân vận động, và loại hoạt động diễn ra ở đó, được gọi là agon, một từ tiếng Hy Lạp vốn có nghĩa đơn giản là 'cạnh tranh', nhưng nó đã cho chúng ta từ ngữ 'đau khổ'.",vi,vi
"As forças norte-americanas atingiram dezenas de alvos na segunda-feira, matando seis guerrilheiros e prendendo outros 21, disseram os militares.",pt,pt
Είσαι σημαντικός για μας και το I.U.,el,el
"Число особо тяжких преступлений уменьшается, однако число убийств растет.",ru,ru
消えている時(暗い時)に、スイッチに突起がないので探すのが考慮がひつようかな？,ja,ja
"Ona havalı bir şekilde, zarif ve onun tam önünde durarak, bembeyaz giysileri ve doğal olmayan sakinliğine rağmen çok mahcup bir şekilde O zaman neden koşuyorsun? diye sordu.",tr,tr
في هذه الحالة ، يكون فرق السعر هو 9 a ، وهو ما يساوي فارق الكلفة 6 a الذي تم تضخيمه باستخدام الترميز بنسبة 50٪.,ar,ar
پوسٹل اور ترسیلی صنعت میں تبدیلی کا انتظام، ایڈ,ur,ur
"Die Sporttasche war ein Geschenk, hat von der Qualität und dem Design her überzeugt.",de,de
"C-R функции также могут быть оценены с явными порогами, или без них.",ru,ru
Die Figuren waren alle einzeln eingepackt. Riechen am Anfang nach Kunststoff.,de,de
中古品なのである程度の劣化は許容するつもりでしたが、①バッテリーが劣化し膨張してバッテリーカバーに干渉していた ②バッテリーカバーのネジが腐っていてネジ頭が潰れていた ③バッテリーが劣化していて30分程で電源が落ちてしまう この3点に関してとても不満に感じました。 新しいバッテリーを買い、バッテリーカバーのネジを壊して入れ替えた後は正常に動作したので今回は星2のレビューをつけさせてもらいます。,ja,ja
Kind sitzt nicht gut drin und mein rücken ist fast angefallen nach 10 min laufen. Nicht empfehlenswert.,de,de
内容很一般，书店翻一下知道概念就可以了，不值得购买，浪费钱,zh,zh
"عندما غادر إيربان إلى فيتنام, كنا فقط تزوجنا لفترة قصيرة, كما قال جو آن.",ar,ur
"С другой стороны, у него Марк Твен между ним и дневным светом.",ru,ru
诺基亚的一个手机应用就有全部的图解 哎 比这本书里的汉字内容还多,zh,ar
Gewächshaus sehr stabil. Hatte letztes Jahr für meinen Vater gekauft und jetzt eines für mich gekauft. Die Folie bei meinem Vater hat leider keine 3 Monate lang gehalten. Durch die Sonne hat sie sich an einer Stelle aufgelöst (Loch). Deswegen auch nur 4 Sterne.,de,de
Започвам живота с дарение от сто круши и хиляда ябълки.,bg,bg
"ναι δεν ήταν φυσικά δεν μιλούσαν για ε, όπου ξέρεις, είσαι τελείως ανίκανος να τους φροντίσεις αλλά ήταν ξέρεις, προέρχονταν από μεγάλες οικογένειες",el,el
Sınırlı millet ve sınırsız eşitlik arasındaki bağlantı paradoksal tonlara sahiptir.,tr,tr
"Ciddi suçlar azalıyor, ama cinayetler artıyor.",tr,tr
Una coppia di uomini cammina lungo la spiaggia.,it,it
"Ein wirklich großer, sehr großer Sitzsack, auf dem 2 Erwachsene gut Platz finden. Mann/Frau sitzt wie auf einer Wolke. Aber: die Verpackung war schlampig, das Auspacken schwierig und ein Tipp: achtet darauf, dass nicht HERMES liefert. Da warten wir bis heute auf unseren 2. Sitzsack (einer war dann doch zu wenig auf Dauer). Wir werden vorerst auch nicht mehr bei Amazon bestellen. Laut Angaben von Amazon sollte der 2. Sitzsack am 29.5. kommen (kam aber nicht), laut Hermes Sendungsverfolgung kommt der Sitzsack evtl. am 1. Juni. Toll! Und das als Prime-Kunde!",de,de
لقد ناقشوا الأهداف بلغة مشفرة، متظاهرين بأنهم طلاب يناقشون مختلف مجالات العمارة المشار إليها في مركز التجارة العالمي، وفنون البنتاغون، وقانون الكابيتول، والسياسة في البيت الأبيض.,ar,ar
"वहां शांति और सुकून नहीं होगा और भाषा की समस्या आपको भयभीत कर सकती है, लेकिन कम से कम आप ही  उपभोक्ताओं के समाज की झलक पाने में सक्षम होंगे।",hi,hi
และแม้อย่างนั้นแล้ว สมมุติฐานทั่วไปของวันนี้ก็คือว่าเจ้าหน้าที่ของเราอาจเป็นที่ไว้วางใจในเรื่องแผนที่ด้านชนชาติและเชื้อชาติที่แม่นยำของประเทศอเมริกา,th,th
"Однако значительное увеличение стоимости правовых учебников, журналов и услуг баз данных означает, что даже просто поддерживать нашу существующую библиотеку будет нам не по карману.",ru,ru
"Sono studi interessanti, ma il punto è: sì, l'ambiente influisce sulle capacità cognitive.",it,it
มันสมเหตุสมผลที่รัฐจะว่าจ้างการทำงานเชิงกลยุทธ์  เช่น แผนกช่วยเหลือและการจัดการเมนเฟรม,th,ar
問題なく使えてます。軽くて安くて良いものが買えました。 発売されたばかりでレビューが無く心配でしたが大丈夫でした。,ja,ja
"Sim, absolutamente - o jogador receptor deve permitir que a bola salte antes de devolver o saque - ou qualquer remate, na realidade.",pt,pt
Les deux batteries n'ont pas exactement le même format (défaut de fabrication). Elles s'insèrent toute les deux dans mon appareil mais le ressort n'est pas assez puissant pour éjecter la plus grosse batterie qui reste donc coincée... Obligé de la retirer en tapant sur l'APN...,fr,fr
vizuri sisi ni dhahiri kuwaweka maskini na downtrodden na wasio na msaada,sw,sw
Larger than expected but still worked well. Make sure u use acrylic glue,en,en
"Die Rasierklingen und auch der Rasierer von Shave-Lab sind extrem hochwertig verarbeitet und auch recht langlebig. Ich vergleich zu Markenprodukten von Wilson oder Gilette habe ich das Gefühl, dass die Klingen sogar etwas länger halten und schärfer sind.",de,de
قامت وكالة الاستخبارات الأمريكية بتفريغ الفيلم، وأخذه إلى الأمم المتحدة في اليوم التالي.,ar,ar
การเดินทางครั้งนี้คุ้มมาก อย่างน้อยก็ทำให้เข้าใจว่าอะไรเป็นแรงกระตุ้นเหล่าผู้ศรัทธาแห่งสหพันธรัฐเท็กซัส,th,th
مشرق وسطی میں، آپ برلن کے سب سے اہم اوپیرا کمپنیوں میں سے ایک، کومشی اوپرا کے گهڑیا چہرے کا سامنا کرتے ہیں.,ur,ur
已选择大半码，相比其它皮鞋，脚背还是太紧。,zh,ar
"Ο Νοτιοανατολικός Τομέας της Αεροπορικής Άμυνας ενημερώθηκε για το γεγονός στα 9:55, 28 λεπτά αργότερα.",el,el
ดาร์วินเริ่มต้นชีวิตที่นี่แล้ว,th,th
"Indianapolis Civic Theatre ne hamaare shahar kee asaadhaaran pratibha ke liye kshetr pradaan karate hue 82 varshon ke liye vyaavasaayik roop se nirmit naatakon aur sangeet ke saath unke darshakon ka manoranjan kiya hai, lekin yah nishchit roop se iskee seema nahin hai.",hi,sw
"В конституционном тексте 1787 г. оговаривается право рабовладельцев возвращать рабов, бежавших на свободную территорию.",ru,ru
Hivi si kusema kuwa usanifu mzuri ni matumizi ya usaidizi.,sw,sw
และอืม ดังนั้นแล้วฉันชอบมันจริง ๆ,th,th
Ninahitaji kufanya kitu kwa ajili yangu.,sw,sw
"Alles super, die Hausschuhe sind sehr gemütlich und bequem. Die untere Seite ist aus solider Kunststoff, daher kann man sie auch super im Bad nutzen.",de,de
Ich hätte mir vermutlich die Artikelbeschreibung besser durchlesen sollen... ich finde ihn wirklich schick und auch gut verarbeitet und würde ihn auch wieder kaufen. Für kleinere Töpfe oder Gefäße aber meiner Meinung nach nicht so gut geeignet.,de,de
"(dba), благотворительная, исключительно волонтерская, некоммерческая организация предоставляет бесплатную информацию для самостоятельного трудоустройства и бизнеса, а также помогает самозанятым людям с физическими ограничениями, специалистам по профессиональной реабилитации, карьере и бизнес-консультированию.",ru,ru
"Ну, почему бы тебе не начать, поскольку у тебя было больше времени, чтобы подумать об этом, если ты не против?",ru,ru
"De Blasio ha prestato giuramento come sindaco di New York, succedendo a Bloomberg",it,it
Стоящие по бокам современная восьмиугольная церковь на востоке и часовня и восьмиугольная башня на западе олицетворяют послевоенное возрождение города.,ru,ru
"Коэффициент соотношения благосостояния и доходов домохозяйств стремительно увеличивался с 1996 года и достиг своего пикового значения - 6,4 - в 1999 году.",ru,ru
Não creio que tenhamos uma teoria sólida sobre a especiação dos mamíferos.,pt,pt
"Diferentes partes da Califórnia têm diferentes tipos de vida selvagem, por isso é provável que se deva reduzir a região.",pt,pt
Sondaże: Cory Booker wcześnie obejmuje prowadzenie w Senacie N.J.,pl,pl
Данная служба является безупречной.,ru,ru
"да, мы явно стараемся, чтобы они оставались бедными, униженными и беспомощными",ru,ru
"-Illinois'da Abe Lincoln'daki Mary Todd'un dönem elbiseleri ve A Christmas Carold'daki balo elbiseleri gibi pek çok güzel kostümü düşün, tasarla ve elle dikişini yap.",tr,tr
还不错，清洁效果好，配合电动牙刷应该会更棒,zh,zh
SIMカードトレイのシリコンゴムが切れたため購入しましたが、微妙な歪みがあり、SIMカードをセットしても圏外になる為、返品しました。,ja,ja
"I already broke the little guy under the vise by over tightening. So I made a new little guy for leverage. And also drilled and tapped a hole in the back for an eye bolt, for rotational lock up. I really like the vise and I would buy it again if I ever need two of them.",en,en
ラジオとかを聴くならいいけど、音楽を聴くのには高音低音が全く無い。フラットな音ですね。,ja,ja
使いやすいし可愛いし毎日使っています。 2歳の子が居るのでおむつやらお尻拭きやらおもちゃやらいっぱい持ち歩いていますが、本体が軽いのでそこまで重くならずとてもいいです。 あまり肩が凝りません。,ja,ja
إن هذا لمنحنى طلب، عرضة للمعوقات التي تحافظ على الخصم، والتي لا يمكن في هذه الحالة تغيير الشاحنات إلى مشاركة العمل.,ar,ar
В последней главе я выхожу за пределы моей основной темы - автономные субъекты - и обращаюсь к рассмотрению Вселенной как таковой.,ru,ru
"Thật vậy, một phần của những gì chúng ta cần là một cách để mô tả việc tổ chức các quá trình thực sự trong thế giới không cân bằng.",vi,vi
"големият исторически момент се появи през 1864 г., когато нейната столица Шарлъттаун бе домакин на среща на морските лидери с делегати от Онтарио и Квебек, за да очертае пътя към федералния статут на Канада като обединена суверенна власт.",bg,bg
สถานการณ์นี้อาจส่งผลต่อความสามารถของเราในการออกแสดงเทศกาลอื่น ๆ ในปีถัดไป,th,th
ペーパー自体も大きく隅々まで拭けるし大容量でどんどん使えるんですが、溶剤の乾きが今ひとつでしたので星2つくらいにしました。,ja,ja
"Baada ya kudai mara kwa mara kwamba Sudan isimamishe kuunga mkono vikundi vya kigaidi, mwaka 1993 serikali ya Marekani iliteua nchi hiyo kuwa mdhamini wa ugaidi.",sw,sw
"Zaidi ya watu milioni 500 huvuka mipaka ya Marekani kila mwaka katika maeneo ya kuingia kisheria, hivi milioni 330 kati yao wasio wananchi.",sw,sw
２か月以内に使い切れとかいてあったので、毎日欠かさず使っていたら、なんと１か月でなくなってしまった。一緒に買ったアイセラムはもう少しもつみたいだが（この商品がなくなったあと使い始めた）、この商品はほんっとうにすぐになくなったわ。最初からチューブスカスカだったし。,ja,ja
"Обратно на това, влиянието на обема е по-голямо в САЩ, отколкото във Франция, защото САЩ имат по-ниски пощенски плътности и по-големи различия в обемите.",bg,bg
"us bagiya ke mukhya marg me, jo khajoor aur chandan se jhaldaar tha, usne  Miss Bishop ki drushti pakdi.",hi,sw
"Năm ngoái, bạn đã hào phóng quyên góp $ -.",vi,vi
Netanyahu pronto a convocar a votação antecipada,pt,pt
"evet evet, bilirsin, finanse edilen bir kurumun olsaydı bile çok umursamazdım",tr,tr
کالر اب بھی اس سے کہیں زیادہ اور دور دور اپنے رب کی آواز میں اضافہ ہوا.,ur,ur
Не. Блъд затвори телескопа.,bg,ar
I disliked it due to the fact of how small and very pigmented the picture looked,en,en
"I have flat feet and developed planter fasciitis, it works very well and unlike other reviewers, it does not slip around for me may be cz I'm flat footed? I dont take them off to reuse them in other shoes but I will buy more to put in my other flats n heels. I didnt give 5 stars cz I wish they were a little higher, just half an inch or quarter inch higher would be great.",en,en
Со временем и улучшением технологии не-радио-телефоны могут стать брендом проводные телефоны.,ru,ru
Człowiek karmi węża myszką.,pl,pl
Ξεκινώ τη ζωή μου με μια προικοδότηση εκατό αχλαδιών και χιλίων μήλων.,el,el
"Muy buen servicio del vendedor. Se rompió una de las piezas del patín, algo mecánico que hacía que rodara, a los pocos días de usarlo, y el vendedor respondió rápidamente a la reclamación. Quedamos muy contentos con su actitud aunque lamentamos que el aparato no fuera de buena calidad.",es,es
L'evoluzione personale di Barack Obama sul matrimonio omosessuale,it,it
两颗星是对亚马逊物流的肯定，书中间有好几张空白页，内容缺失，影响阅读体验，怀疑不是正品。。。,zh,zh
καλός αδερφός - αυτή η έκφραση της κοινής σημερινής χρήσης βρίσκεται στον Ιούλιο Καίσαρα (iv.,el,el
Този вид третиране за големите дарители е доста рутинен.,bg,bg
एक ट्रेजरी अधिकारी ने सीआईए की मुद्रा को विदेशी आतंकवादी संपत्ति ट्रैकिंग केंद्र (एफटीएटीसी) की ओर सौहार्दपूर्ण उपेक्षा के रूप में वर्णित किया और सीआईए को विश्वास व्यक्त किया कि वित्तीय ट्रैकिंग में सीमित उपयोगिता है।,hi,hi
"Great puzzle. Well-made and sturdy. NIce bright colors that draw my toddler in. Plus, it has pegs that help him pick up and place each piece in its appropriate slot. Highly recommend it for home, classroom or as a gift!",en,en
"В подклассовом подходе основной и долевой рабочей категориям присваивается процентная наценка на стоимость, позволяющая получить их среднюю ставку.",ru,ru
но они как-то себя изменили,ru,ru
produit correct livré rapidement. a voir dans le temps,fr,fr
Síria em cessar-fogo chamada de observadores,pt,pt
28 Σε ορισμένες περιπτώσεις απαιτούνται μεγαλύτερες διακοπές λειτουργίας.,el,el
ذهب الأولاد في عيد الميلاد يقرعون الأبواب ويزورون البيوت يطلبون ويتلقون الحلوى أو الألعاب الصغيرة .,ar,ar
Porque existem formas mais eficazes de Sua Majestade mudar ou vetar as leis.,pt,pt
گھوڑا گاڑیوں میں بیٹھ کر آپ کوسٹیوم پہنے دیہاتیوں سے مل سکتے ہیں جو کھیتی باڑی اور کٹائی ، دنبوں کی دیکھ بھال، چکی میں آٹا پیسنے، بنائی اور بھٹی میں گھوڑوں کی نالیں تیار کرنے جیسے کاموں میں مصروف ہوتے ہیں۔,ur,ur
मित राष्ट्र और असीम समानता के बीच का संबंध असत्यवत उतार-चढ़ाव है।,hi,hi
今年の夏は暑く、他のアイスノンだと朝まで冷たさが持たなかったのですが、このアイスノンにしてからは、しっかり朝まで冷たく本当に助かりました。,ja,ja
На каква възраст са младите хора?,bg,bg
"те също могат да бъдат много приятни, след като са били обучени",bg,bg
"Но работата ми беше да поставя парашути и животоспасителни уреди, когато щяхме да го заредим и да тръгнем за дестинация в чужбина.",bg,bg
यद्यपि मुझे नहीं लगता कि वह मुझसे उम्मीद कर सकता है कि मैंने ऐसा किया हो।,hi,hi
一星是给文轩网和中通的，八开的字帖就弄了个塑料袋装，送过来揉的皱巴巴的，废了一半，只能凑合看了。,zh,ar
"Ne jamais commander !! Colis jamais arriver sans aucun remboursement, ni réponse si se n’est « il arrive », ce dernier message date d’il y a 1 mois. J’ai commandé mon colis il y a 3 mois",fr,fr
ڈاکٹر رچرڈ ہمیں ہمیشہ حیران کر دیتے ہیں.,ur,ur
"Και έτσι, κάθισε πάλι κάτω, και συνέχισαν να μιλούν, και μπορούσαν ακόμα να δουν αυτό το άτομο που περπατούσε πάρα πολύ γρήγορα.",el,el
"El producto cumple con su función: proteger el móvil. La funda es transparente, hecha de plástico flexible, encaja perfectamente en el iPhone 5C y es suave al tacto. Es algo cara para lo que es, pero cumple su función.",es,es
Nakala ya kikatiba ya 1787 ilikuwa imesema haki ya wamiliki wa watumwa kuokoa watumwa ambao wamepotea katika eneo la uhuru.,sw,sw
"Naye akasema, Mama, niko nyumbani.",sw,ar
"Той щеше да разкъса хартията и да я сложи на пясъка, силициев пясък, да я запали и да я изгори, а след това да разбърка пепелта ето така.",bg,bg
Attention bataille car le colis étais incomplet et personne ne vous répond,fr,fr
Um grande plano de um cavalo castanho.,pt,pt
यह साफ नहीं है कि 2010 से पहले की प्रणाली को इंस्टॉल किया जा सकता है या नहीं लेकिन सुरक्षा को मद्देनजर रखते हुए यह समय सारणी भी संभवतः बहुत धीमी हो सकती है।,hi,hi
"Indianapolis Civic Theatre 82 yıldır profesyonelce üretilen oyun ve müzikallerle izleyicilerini eğlendirirken, kentimizin olağanüstü yetenekleri için bir arena sunar, ancak kesinlikle bu kadar değidir.",tr,tr
"да, это наше, но у нас тут с сельской инфраструктурой не очень",ru,bg
"Sento il tuo dolore - mi colo assolutamente di sudore con qualsiasi esercizio vigoroso, anche in condizioni di freddo.",it,it
"Trong trạng thái tư lợi sáng suốt, họ đã ủng hộ tổ chức non nớt này, biết rằng nó sẽ mang lại lợi ích cho toàn bộ thành phố.",vi,vi
"Gli uomini armati ""uccidono 10 turisti"" in Kashmir",it,it
Kwanza mbona wanadamu wana na mapendeleo ya mtindo wa Laibson?,sw,sw
Outstanding Read!!!!,en,en
"Man sagt, die sind besonders geschmacksvoll. Ich habe keinen Geschmack gemerkt.",de,de
"Partir o bulbo em cravos, quebrando o fundo e a vara seca que sobe pelo meio.",pt,es
It has a problem grabbing the cards to shuffle them.,en,en
Hatimaye walisita kuitembelea familia sababu walikuwa wameumua kwamba wanataka kuishi kama watu weupe.,sw,sw
"В Техасе было только пятьдесят пять тысяч, когда я был там.",ru,ru
Korea Północna Próba jądrowa Iskry niepokojące,pl,pl
"Anfänglich zufrieden. Reißverschluss funktioniert ohne Probleme. Leider fängt eins der Netze nach dem 2-ten Waschgang an, sich langsam aufzulösen (siehe Bild). Denke, noch 3-4 mal waschen, dann brauch ich keinen Reißverschluss mehr.....",de,de
商品の箱をもう少し大きいのが良かった！配達中にソフトにキズが着いて無くて良かった！次からは大きい箱にして下さい。,ja,ja
少し硬いので、ネジ山が付いていれば良かったです。,ja,ja
Un giocatore fa rimbalzare una palla.,it,it
